States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Andhra Pradesh,,Total Pulses,2016-2017,1413.00,931.00,659
Arunachal Pradesh,,Total Pulses,2016-2017,12.99,13.13,1011
Assam,,Total Pulses,2016-2017,146.36,107.53,735
Bihar,,Total Pulses,2016-2017,493.14,461.67,936
Chhattisgarh,,Total Pulses,2016-2017,883.80,758.70,858
Dadra & Nagar Haveli  ,,Total Pulses,2016-2017,2.81,5.71,2035
Delhi ,,Total Pulses,2016-2017,0.03,0.05,2120
Goa,,Total Pulses,2016-2017,5.89,5.91,1004
Gujarat,,Total Pulses,2016-2017,942.00,818.00,868
Haryana,,Total Pulses,2016-2017,84.60,75.91,897
Himachal Pradesh,,Total Pulses,2016-2017,31.38,63.34,2019
Jammu & Kashmir,,Total Pulses,2016-2017,18.76,10.26,547
Jharkhand,,Total Pulses,2016-2017,804.58,806.50,1002
Karnataka,,Total Pulses,2016-2017,2965.70,1737.90,586
Kerala,,Total Pulses,2016-2017,1.74,1.71,984
Madhya Pradesh,,Total Pulses,2016-2017,6664.20,6291.29,944
Maharashtra,,Total Pulses,2016-2017,4358.30,3768.06,865
Manipur,,Total Pulses,2016-2017,31.13,30.29,973
Meghalaya,,Total Pulses,2016-2017,8.19,11.84,1446
Mizoram,,Total Pulses,2016-2017,3.53,4.77,1352
Nagaland,,Total Pulses,2016-2017,38.65,44.48,1151
Odisha,,Total Pulses,2016-2017,874.68,479.07,548
Puducherry,,Total Pulses,2016-2017,1.57,0.59,377
Punjab,,Total Pulses,2016-2017,37.20,33.00,887
Rajasthan,,Total Pulses,2016-2017,5271.16,3181.18,604
Sikkim,,Total Pulses,2016-2017,5.67,5.45,961
Tamil Nadu,,Total Pulses,2016-2017,785.08,427.07,544
Telangana,,Total Pulses,2016-2017,695.00,536.00,771
Tripura,,Total Pulses,2016-2017,24.33,23.16,952
Uttar Pradesh,,Total Pulses,2016-2017,2509.00,2184.39,871
Uttarakhand,,Total Pulses,2016-2017,61.00,53.00,869
West Bengal,,Total Pulses,2016-2017,268.07,259.52,968
India,,Total Pulses,2016-2017,29445.05,23130.95,786
Andaman & Nicobar Islands,,Total Pulses,2017-2018,0.55,0.18,322
Andhra Pradesh,,Total Pulses,2017-2018,1408.00,1217.43,865
Arunachal Pradesh,,Total Pulses,2017-2018,13.20,13.46,1020
Assam,,Total Pulses,2017-2018,154.71,115.76,748
Bihar,,Total Pulses,2017-2018,476.01,454.20,954
Chhattisgarh,,Total Pulses,2017-2018,789.26,549.97,697
Dadra & Nagar Haveli  ,,Total Pulses,2017-2018,2.46,2.46,1001
Delhi ,,Total Pulses,2017-2018,0.01,0.01,2000
Goa,,Total Pulses,2017-2018,5.54,4.82,870
Gujarat,,Total Pulses,2017-2018,908.00,922.59,1016
Haryana,,Total Pulses,2017-2018,72.20,69.36,961
Himachal Pradesh,,Total Pulses,2017-2018,28.46,57.46,2019
Jammu & Kashmir,,Total Pulses,2017-2018,19.24,10.65,553
Jharkhand,,Total Pulses,2017-2018,793.05,836.73,1055
Karnataka,,Total Pulses,2017-2018,3023.70,1951.21,645
Kerala,,Total Pulses,2017-2018,1.99,2.05,1027
Madhya Pradesh,,Total Pulses,2017-2018,7480.00,8111.58,1084
Maharashtra,,Total Pulses,2017-2018,4209.00,3347.76,795
Manipur,,Total Pulses,2017-2018,31.13,30.03,965
Meghalaya,,Total Pulses,2017-2018,8.28,11.92,1439
Mizoram,,Total Pulses,2017-2018,3.32,5.13,1544
Nagaland,,Total Pulses,2017-2018,39.73,46.06,1159
Odisha,,Total Pulses,2017-2018,772.89,429.62,556
Puducherry,,Total Pulses,2017-2018,1.27,1.21,955
Punjab,,Total Pulses,2017-2018,30.20,26.46,876
Rajasthan,,Total Pulses,2017-2018,5329.74,3405.37,639
Sikkim,,Total Pulses,2017-2018,5.35,5.11,954
Tamil Nadu,,Total Pulses,2017-2018,824.71,556.34,675
Telangana,,Total Pulses,2017-2018,572.00,514.01,899
Tripura,,Total Pulses,2017-2018,27.23,19.33,710
Uttar Pradesh,,Total Pulses,2017-2018,2262.00,2199.99,973
Uttarakhand,,Total Pulses,2017-2018,62.00,54.19,874
West Bengal,,Total Pulses,2017-2018,457.93,443.77,969
India,,Total Pulses,2017-2018,29813.16,25416.22,853
Andaman & Nicobar Islands,,Total Pulses,2018-2019,0.56,0.15,274
Andhra Pradesh,,Total Pulses,2018-2019,1326.00,739.59,558
Arunachal Pradesh,,Total Pulses,2018-2019,13.30,11.99,901
Assam,,Total Pulses,2018-2019,150.23,113.50,756
Bihar,,Total Pulses,2018-2019,479.37,453.46,946
Chhattisgarh,,Total Pulses,2018-2019,745.79,537.47,721
Dadra & Nagar Haveli  ,,Total Pulses,2018-2019,3.85,4.28,1113
Goa,,Total Pulses,2018-2019,6.20,6.32,1019
Gujarat,,Total Pulses,2018-2019,661.95,681.33,1029
Haryana,,Total Pulses,2018-2019,72.00,82.13,1141
Himachal Pradesh,,Total Pulses,2018-2019,27.86,53.99,1938
Jammu & Kashmir,,Total Pulses,2018-2019,19.85,10.62,535
Jharkhand,,Total Pulses,2018-2019,742.78,735.16,990
Karnataka,,Total Pulses,2018-2019,3356.66,1773.86,528
Kerala,,Total Pulses,2018-2019,2.49,2.31,925
Madhya Pradesh,,Total Pulses,2018-2019,6600.00,6045.41,916
Maharashtra,,Total Pulses,2018-2019,4002.23,2682.54,670
Manipur,,Total Pulses,2018-2019,31.07,29.51,950
Meghalaya,,Total Pulses,2018-2019,9.58,13.37,1396
Mizoram,,Total Pulses,2018-2019,3.77,5.93,1574
Nagaland,,Total Pulses,2018-2019,37.72,46.40,1230
Odisha,,Total Pulses,2018-2019,718.15,412.09,574
Puducherry,,Total Pulses,2018-2019,1.24,0.66,536
Punjab,,Total Pulses,2018-2019,29.50,27.67,938
Rajasthan,,Total Pulses,2018-2019,5907.62,3759.38,636
Sikkim,,Total Pulses,2018-2019,5.00,4.81,961
Tamil Nadu,,Total Pulses,2018-2019,850.54,551.21,648
Telangana,,Total Pulses,2018-2019,511.00,440.05,861
Tripura,,Total Pulses,2018-2019,25.85,18.91,732
Uttarakhand,,Total Pulses,2018-2019,60.00,55.33,922
Uttar Pradesh,,Total Pulses,2018-2019,2291.00,2408.01,1051
West Bengal,,Total Pulses,2018-2019,462.81,368.40,796
India,,Total Pulses,2018-2019,29155.97,22075.86,757
Andaman & Nicobar Islands,,Total Pulses,2019-2020,0.52,0.30,578
Andhra Pradesh,,Total Pulses,2019-2020,1252.00,1166.72,932
Arunachal Pradesh,,Total Pulses,2019-2020,13.35,14.15,1060
Assam,,Total Pulses,2019-2020,143.96,106.07,737
Bihar,,Total Pulses,2019-2020,457.39,334.41,731
Chhattisgarh,,Total Pulses,2019-2020,757.84,241.28,318
Dadra & Nagar Haveli  ,,Total Pulses,2019-2020,2.47,2.43,986
Daman & Diu  ,,Total Pulses,2019-2020,0.53,0.54,1029
Goa,,Total Pulses,2019-2020,4.40,3.86,877
Gujarat,,Total Pulses,2019-2020,902.37,1057.27,1172
Haryana,,Total Pulses,2019-2020,69.66,64.38,924
Himachal Pradesh,,Total Pulses,2019-2020,28.40,55.19,1944
Jammu & Kashmir,,Total Pulses,2019-2020,17.26,44.17,2559
Jharkhand,,Total Pulses,2019-2020,791.48,814.94,1030
Karnataka,,Total Pulses,2019-2020,3111.50,2155.89,693
Kerala,,Total Pulses,2019-2020,2.26,2.18,966
Madhya Pradesh,,Total Pulses,2019-2020,4757.20,4108.41,864
Maharashtra,,Total Pulses,2019-2020,4192.37,3736.00,891
Manipur,,Total Pulses,2019-2020,27.45,25.19,918
Meghalaya,,Total Pulses,2019-2020,8.32,12.02,1444
Mizoram,,Total Pulses,2019-2020,4.05,5.48,1353
Nagaland,,Total Pulses,2019-2020,40.31,46.78,1161
Odisha,,Total Pulses,2019-2020,746.79,432.46,579
Puducherry,,Total Pulses,2019-2020,1.20,0.52,436
Punjab,,Total Pulses,2019-2020,33.50,29.20,871
Rajasthan,,Total Pulses,2019-2020,6339.60,4497.13,709
Sikkim,,Total Pulses,2019-2020,5.24,5.04,962
Tamil Nadu,,Total Pulses,2019-2020,823.56,605.41,735
Telangana,,Total Pulses,2019-2020,517.00,549.18,1062
Tripura,,Total Pulses,2019-2020,24.57,18.67,760
Uttarakhand,,Total Pulses,2019-2020,60.00,57.79,963
Uttar Pradesh,,Total Pulses,2019-2020,2370.00,2447.32,1033
West Bengal,,Total Pulses,2019-2020,480.78,384.89,801
India,,Total Pulses,2019-2020,27987.31,23025.25,823
Andaman & Nicobar Islands,,Total Pulses,2020-2021,0.65,0.26,406
Andhra Pradesh,,Total Pulses,2020-2021,1244.00,1094.61,880
Arunachal Pradesh,,Total Pulses,2020-2021,13.36,14.30,1070
Assam,,Total Pulses,2020-2021,142.30,108.70,764
Bihar,,Total Pulses,2020-2021,448.93,376.85,839
Chhattisgarh,,Total Pulses,2020-2021,645.80,447.52,693
Goa,,Total Pulses,2020-2021,3.84,3.75,976
Gujarat,,Total Pulses,2020-2021,1397.47,1809.16,1295
Haryana,,Total Pulses,2020-2021,87.57,72.66,830
Himachal Pradesh,,Total Pulses,2020-2021,34.05,60.20,1768
Jammu & Kashmir,,Total Pulses,2020-2021,16.14,10.08,624
Jharkhand,,Total Pulses,2020-2021,848.34,905.36,1067
Karnataka,,Total Pulses,2020-2021,3126.01,2065.03,661
Kerala,,Total Pulses,2020-2021,2.01,1.92,959
Ladakh,,Total Pulses,2020-2021,1.22,1.10,898
Madhya Pradesh,,Total Pulses,2020-2021,4867.00,5294.70,1088
Maharashtra,,Total Pulses,2020-2021,4528.92,4321.23,954
Manipur,,Total Pulses,2020-2021,31.11,29.37,944
Meghalaya,,Total Pulses,2020-2021,8.34,12.04,1444
Mizoram,,Total Pulses,2020-2021,4.29,5.94,1385
Nagaland,,Total Pulses,2020-2021,40.44,47.14,1166
Odisha,,Total Pulses,2020-2021,778.79,431.17,554
Puducherry,,Total Pulses,2020-2021,1.06,0.41,384
Punjab,,Total Pulses,2020-2021,32.00,31.08,971
Rajasthan,,Total Pulses,2020-2021,6145.45,4252.02,692
Sikkim,,Total Pulses,2020-2021,5.14,4.95,964
Tamil Nadu,,Total Pulses,2020-2021,802.91,472.47,588
Telangana,,Total Pulses,2020-2021,591.70,589.75,997
Tripura,,Total Pulses,2020-2021,26.15,20.26,775
Uttarakhand,,Total Pulses,2020-2021,63.00,61.31,973
Uttar Pradesh,,Total Pulses,2020-2021,2380.00,2475.89,1040
West Bengal,,Total Pulses,2020-2021,465.34,441.91,950
India,,Total Pulses,2020-2021,28783.32,25463.12,885
Andaman & Nicobar Islands,,Total Pulses,2021-2022,0.65,0.26,406
Andhra Pradesh,,Total Pulses,2021-2022,1227.00,1054.48,859
Arunachal Pradesh,,Total Pulses,2021-2022,13.57,14.54,1071
Assam,,Total Pulses,2021-2022,144.40,110.78,767
Bihar,,Total Pulses,2021-2022,435.37,387.98,891
Chhattisgarh,,Total Pulses,2021-2022,657.17,386.94,589
Goa,,Total Pulses,2021-2022,3.80,3.03,798
Gujarat,,Total Pulses,2021-2022,1762.01,2701.09,1533
Haryana,,Total Pulses,2021-2022,125.32,106.10,847
Himachal Pradesh,,Total Pulses,2021-2022,40.07,75.16,1876
Jammu & Kashmir,,Total Pulses,2021-2022,14.91,9.53,639
Jharkhand,,Total Pulses,2021-2022,855.20,898.30,1050
Karnataka,,Total Pulses,2021-2022,3187.00,1971.50,619
Kerala,,Total Pulses,2021-2022,1.44,1.47,1022
Ladakh,,Total Pulses,2021-2022,1.22,1.10,900
Madhya Pradesh,,Total Pulses,2021-2022,5345.10,5694.70,1065
Maharashtra,,Total Pulses,2021-2022,5092.68,5023.69,986
Manipur,,Total Pulses,2021-2022,33.28,31.28,940
Meghalaya,,Total Pulses,2021-2022,8.37,12.12,1448
Mizoram,,Total Pulses,2021-2022,4.04,5.72,1415
Nagaland,,Total Pulses,2021-2022,25.90,30.14,1164
Odisha,,Total Pulses,2021-2022,870.75,481.28,553
Puducherry,,Total Pulses,2021-2022,1.08,0.51,476
Punjab,,Total Pulses,2021-2022,62.60,75.96,1213
Rajasthan,,Total Pulses,2021-2022,6456.70,4053.00,628
Sikkim,,Total Pulses,2021-2022,5.28,5.11,968
Tamil Nadu,,Total Pulses,2021-2022,802.11,498.98,622
Telangana,,Total Pulses,2021-2022,594.00,575.95,970
Tripura,,Total Pulses,2021-2022,23.71,18.26,770
Uttarakhand,,Total Pulses,2021-2022,59.00,63.50,1076
Uttar Pradesh,,Total Pulses,2021-2022,2429.00,2619.62,1078
West Bengal,,Total Pulses,2021-2022,448.72,389.64,868
India,,Total Pulses,2021-2022,30731.45,27301.69,888
Andhra Pradesh,,Total Pulses,2022-2023-3rd Advance Estimates,-,993.40,-
Assam,,Total Pulses,2022-2023-3rd Advance Estimates,-,81.90,-
Bihar,,Total Pulses,2022-2023-3rd Advance Estimates,-,363.90,-
Chhattisgarh,,Total Pulses,2022-2023-3rd Advance Estimates,-,422.40,-
Gujarat,,Total Pulses,2022-2023-3rd Advance Estimates,-,1890.80,-
Haryana,,Total Pulses,2022-2023-3rd Advance Estimates,-,60.30,-
Himachal Pradesh,,Total Pulses,2022-2023-3rd Advance Estimates,-,75.00,-
Jharkhand,,Total Pulses,2022-2023-3rd Advance Estimates,-,761.10,-
Karnataka,,Total Pulses,2022-2023-3rd Advance Estimates,-,2161.90,-
Kerala,,Total Pulses,2022-2023-3rd Advance Estimates,-,1.70,-
Madhya Pradesh,,Total Pulses,2022-2023-3rd Advance Estimates,-,6890.60,-
Maharashtra,,Total Pulses,2022-2023-3rd Advance Estimates,-,4981.00,-
Odisha,,Total Pulses,2022-2023-3rd Advance Estimates,-,474.60,-
Punjab,,Total Pulses,2022-2023-3rd Advance Estimates,-,75.40,-
Rajasthan,,Total Pulses,2022-2023-3rd Advance Estimates,-,3830.60,-
Tamil Nadu,,Total Pulses,2022-2023-3rd Advance Estimates,-,549.10,-
Telangana,,Total Pulses,2022-2023-3rd Advance Estimates,-,458.30,-
Uttar Pradesh,,Total Pulses,2022-2023-3rd Advance Estimates,-,2786.50,-
Uttarakhand,,Total Pulses,2022-2023-3rd Advance Estimates,-,60.30,-
West Bengal,,Total Pulses,2022-2023-3rd Advance Estimates,-,443.00,-
India,,Total Pulses,2022-2023-3rd Advance Estimates,-,27504.00,-
